iter	Logloss
293	0.3268655055
294	0.3264223563
295	0.3262077538
296	0.3256721497
297	0.32526524
298	0.3250861039
299	0.324652079
300	0.3241881551
301	0.3239281629
302	0.3236075736
303	0.3229238665
304	0.3225068273
305	0.3220591158
306	0.3219186422
307	0.3215734636
308	0.3212199855
309	0.3206221349
310	0.320399903
311	0.3200307795
312	0.3198222083
313	0.3195562878
314	0.3192959347
315	0.3190415357
316	0.3186122791
317	0.3183645815
318	0.3181428136
319	0.3176481402
320	0.3174374555
321	0.3170512947
322	0.3166256982
323	0.3161762341
324	0.315893431
325	0.3155162399
326	0.3149774654
327	0.3146408184
328	0.3142375173
329	0.3140006452
330	0.3137474576
331	0.3135021571
332	0.3133182526
333	0.3129529695
334	0.3129350301
335	0.3125757011
336	0.3121821687
337	0.3119992952
338	0.3118463465
339	0.3114929457
340	0.3112345515
341	0.3107130721
342	0.310280207
343	0.3098357175
344	0.309580107
345	0.309344833
346	0.3090599679
347	0.308754921
348	0.3084651844
349	0.3080800031
350	0.3078693184
351	0.3073610615
352	0.3070933883
353	0.306861929
354	0.3066234589
355	0.3063125095
356	0.306058961
357	0.3057283453
358	0.3055405488
359	0.3051994942
360	0.3049967225
361	0.3045574394
362	0.3042955656
363	0.3040814786
364	0.3036827139
365	0.3033843685
366	0.3031677298
367	0.3028092255
368	0.3026013761
369	0.3023592459
370	0.3020664679
371	0.3017450281
372	0.3015293431
373	0.3013364173
374	0.3011432338
375	0.3009228062
376	0.300759599
377	0.3004200136
378	0.3002570384
379	0.299996608
380	0.2997099644
381	0.2994372394
382	0.2991366515
383	0.2987427067
384	0.2985906085
385	0.2985014013
386	0.2982264854
387	0.2978574134
388	0.2975045281
389	0.2971560246
390	0.296956217
391	0.2965854954
392	0.296343623
393	0.2961134266
394	0.2955707344
395	0.2953081904
396	0.2950693337
397	0.2946661872
398	0.2943353395
399	0.2940945496
400	0.293903789
401	0.293562786
402	0.2932485632
403	0.2929666107
404	0.2927494307
405	0.292408969
406	0.2921192582
407	0.2918008856
408	0.2916476275
409	0.2915104789
410	0.2910965842
411	0.2908655373
412	0.2906547237
413	0.2905034503
414	0.2901982746
415	0.289832244
416	0.2896889609
417	0.2894445883
418	0.2888842918
419	0.2885054511
420	0.2881584683
421	0.2877334389
422	0.2872725049
423	0.2871388874
424	0.2868656983
425	0.2866599109
426	0.2865014463
427	0.2863674679
428	0.2861641549
429	0.2858899606
430	0.2856570321
431	0.285271026
432	0.2850534078
433	0.2847906319
434	0.2846148723
435	0.2843223262
436	0.2840145214
437	0.2837940938
438	0.2835319364
439	0.2832653458
440	0.2830551508
441	0.2827845651
442	0.2825738546
443	0.2821655273
444	0.2818955602
445	0.2816465223
446	0.2814015311
447	0.281192496
448	0.2808598957
449	0.2804259223
450	0.2802327388
451	0.2799624366
452	0.2797031145
453	0.2794744904
454	0.2792145497
455	0.2790314185
456	0.2787662712
457	0.2785150683
458	0.2781509193
459	0.2779623238
460	0.2777502472
461	0.2774777284
462	0.277030584
463	0.2769228188
464	0.2767454869
465	0.2765920742
466	0.2762033617
467	0.2760409278
468	0.2757702389
469	0.2755476977
470	0.2751550932
471	0.2747848098
472	0.2746426093
473	0.2743164784
474	0.2741605656
475	0.2739916621
476	0.2737302265
477	0.2734202565
478	0.2731883075
479	0.2730646649
480	0.2728934417
481	0.2728858638
482	0.2725673624
483	0.2722880389
484	0.2721059645
485	0.2718899186
486	0.2716615522
487	0.2711665179
488	0.2708617545
489	0.2707664129
490	0.2706382855
491	0.2703765147
492	0.2699887301
493	0.2698439521
494	0.2697269852
495	0.2696083172
496	0.269436295
497	0.2689463899
498	0.2687534384
499	0.2684673103
500	0.2681223895
501	0.2679419904
502	0.2677854847
503	0.2675131205
504	0.2671506212
505	0.2669039288
506	0.2667693319
507	0.2665968457
508	0.2665034887
509	0.2662985003
510	0.2660400803
511	0.2658734193
512	0.2655538868
513	0.2653363718
514	0.2651757163
515	0.2651450183
516	0.2648137582
517	0.264517913
518	0.2642005972
519	0.2640155328
520	0.2637173421
521	0.2636213045
522	0.2633026226
523	0.263023892
524	0.2627247475
525	0.2624878497
526	0.2622120831
527	0.2620039502
528	0.2617067646
529	0.2614451486
530	0.2612527383
531	0.2610839638
532	0.2607401255
533	0.2602749902
534	0.2600286329
535	0.2598364804
536	0.2595387021
537	0.2593979707
538	0.259221876
539	0.2589312888
540	0.2586419905
541	0.2584029017
542	0.2580813073
543	0.257744454
544	0.2576383384
545	0.2575781539
546	0.2574825545
547	0.2572744215
548	0.2571554184
549	0.2569601987
550	0.2568680274
551	0.2566712096
552	0.2561997594
553	0.2560512955
554	0.2557458878
555	0.2553619436
556	0.2551811837
557	0.2548592542
558	0.2547001452
559	0.2543996347
560	0.2541952391
561	0.2540327021
562	0.2538870734
563	0.2536718008
564	0.2534323512
565	0.2533239416
566	0.2530563458
567	0.2527751923
568	0.2527025326
569	0.252496075
570	0.2523435644
571	0.2521253534
572	0.2519981539
573	0.2518213891
574	0.2515685623
575	0.2513762036
576	0.2511324238
577	0.250917744
578	0.2506554836
579	0.2504574286
580	0.2502384186
581	0.2499168241
582	0.2495581395
583	0.2493485631
584	0.2491345792
585	0.2489459321
586	0.2486720472
587	0.2484064875
588	0.2483308122
589	0.2481319582
590	0.2479121492
591	0.2476274645
592	0.2474878157
593	0.2473967784
594	0.2470939224
595	0.2470596674
596	0.2468721029
597	0.2466822444
598	0.2464394956
599	0.246332813
600	0.2459980733
601	0.2458311287
602	0.2455426293
603	0.2453131031
604	0.244959625
605	0.2448046916
606	0.2445935945
607	0.2443091418
608	0.2440384272
609	0.2438672555
610	0.243690001
611	0.2434801926
612	0.2433056187
613	0.2431654028
614	0.2429604401
615	0.2427606325
616	0.2426501609
617	0.2423230764
618	0.2418014939
619	0.2416386991
620	0.2415084581
621	0.2411610371
622	0.2409433932
623	0.2407907538
624	0.2405438294
625	0.2402629852
626	0.2401133872
627	0.2399474995
628	0.2396502108
629	0.2393623043
630	0.2392331458
631	0.2389587969
632	0.2387992498
633	0.2384272395
634	0.2381715001
635	0.2379382365
636	0.2378449827
637	0.2376241942
638	0.2373927864
639	0.2372075158
640	0.237012193
641	0.2369033195
642	0.236622166
643	0.2363692876
644	0.2360141342
645	0.2358867027
646	0.2356069668
647	0.2354289905
648	0.2353327725
649	0.2350692749
650	0.2347818581
651	0.2345980051
652	0.2344105695
653	0.2341900903
654	0.2339738897
655	0.2337998313
656	0.2335239359
657	0.2332315187
658	0.2330653732
659	0.2327162253
660	0.2324889157
661	0.2321956738
662	0.2320646338
663	0.2318396182
664	0.2315453194
665	0.2313547392
666	0.231129337
667	0.230835064
668	0.2306638151
669	0.2305824692
670	0.230404261
671	0.230193035
672	0.230017894
673	0.2297840118
674	0.2296362439
675	0.2294863624
676	0.2292528668
677	0.2291088104
678	0.2289113225
679	0.2288362658
680	0.2285047995
681	0.2283336279
682	0.2279587823
683	0.227755727
684	0.227589066
685	0.2274322768
686	0.2272410779
687	0.2270890313
688	0.2268843264
689	0.2267942686
690	0.2266643885
691	0.226504764
692	0.2263695227
693	0.226166854
694	0.2260250916
695	0.2258589977
696	0.2255652144
697	0.2253459209
698	0.2250342756
699	0.2248611708
700	0.2246349438
701	0.2243661623
702	0.2242707691
703	0.2240416037
704	0.2238147323
705	0.2236597474
706	0.2235346614
707	0.2234177976
708	0.2232790251
709	0.2228616251
710	0.222738833
711	0.2224568032
712	0.2222800126
713	0.222149385
714	0.2220292993
715	0.2218198776
716	0.2216375712
717	0.2215341104
718	0.2213880178
719	0.2211131534
720	0.2208737038
721	0.2207792385
722	0.2206128868
723	0.220489837
724	0.2204050116
725	0.220122724
726	0.2198618296
727	0.2195875838
728	0.2194771896
729	0.2192531792
730	0.2191045606
731	0.2189685976
732	0.2188015242
733	0.218618728
734	0.2184297201
735	0.2182431608
736	0.218035234
737	0.2178274361
738	0.2177316305
739	0.2174623077
740	0.2172849501
741	0.2169641031
742	0.2167461756
743	0.2165642816
744	0.2164119514
745	0.2163168675
746	0.2161933023
747	0.2160796733
748	0.215918077
749	0.2157393146
750	0.2157366727
751	0.2154661514
752	0.2152009397
753	0.2149856284
754	0.214616144
755	0.214396567
756	0.2142545081
757	0.2141092146
758	0.2139757646
759	0.2137103467
760	0.2134631647
761	0.2132383811
762	0.2131340053
763	0.2128841297
764	0.2127780012
765	0.2126611632
766	0.2125349045
767	0.2122861888
768	0.2120277302
769	0.2118992161
770	0.2116113225
771	0.211363612
772	0.2111355034
773	0.2110210754
774	0.2108168731
775	0.2105697426
776	0.2103864438
777	0.2100962819
778	0.2099714279
779	0.2097913381
780	0.2096170606
781	0.2093940941
782	0.2093231227
783	0.2091958845
784	0.2090074436
785	0.2088654621
786	0.208658373
787	0.2083513286
788	0.2082025683
789	0.208140167
790	0.2079872183
791	0.2077710564
792	0.2076635618
793	0.2074210193
794	0.2073660928
795	0.2071175575
796	0.2069516053
797	0.2068356179
798	0.2065960137
799	0.2064345592
800	0.2063525303
801	0.2062305244
802	0.2060222626
803	0.2058520961
804	0.2056680499
805	0.2053721789
806	0.2052369504
807	0.2050709853
808	0.2049421877
809	0.2047507827
810	0.2046466518
811	0.2045177511
812	0.2043364241
813	0.2041080578
814	0.2038813282
815	0.2037790144
816	0.2035901353
817	0.2033740121
818	0.2031636754
819	0.2029269837
820	0.2027599489
821	0.2025042482
822	0.2022965792
823	0.2020726848
824	0.2019337963
825	0.2017579981
826	0.2015670699
827	0.2013258676
828	0.2011571317
829	0.2009503906
830	0.2006139626
831	0.2004091933
832	0.2002695444
833	0.2000151196
834	0.1998362412
835	0.199663652
836	0.1994483278
837	0.1991571865
838	0.1988600138
839	0.1987298759
840	0.198566643
841	0.1982467497
842	0.1980220434
843	0.1978572768
844	0.1977007582
845	0.1974890812
846	0.1973533759
847	0.197126105
848	0.1968990919
849	0.196704813
850	0.1963935543
851	0.1961833078
852	0.1959952277
853	0.1958728223
854	0.1956038604
855	0.1953628643
856	0.195194863
857	0.1950302124
858	0.1947777851
859	0.194546184
860	0.1943663906
861	0.1941503319
862	0.1940300916
863	0.1938536747
864	0.1936473073
865	0.193435205
866	0.1932890351
867	0.1931513451
868	0.1930077012
869	0.1928509764
870	0.1925820273
871	0.1924243747
872	0.1921517011
873	0.1919036298
874	0.1917486449
875	0.1914833945
876	0.1912921184
877	0.1911508328
878	0.1908845773
879	0.1905395147
880	0.1903652887
881	0.1901496423
882	0.1899911262
883	0.1897907773
884	0.1896475328
885	0.1895198178
886	0.1892857036
887	0.1890353125
888	0.1888377344
889	0.188702854
890	0.1885649449
891	0.1883362306
892	0.1882393038
893	0.1880831461
894	0.1879171939
895	0.1877608686
896	0.1876046722
897	0.1874094654
898	0.1872848305
899	0.1871392534
900	0.1869931865
901	0.186828072
902	0.1865844082
903	0.1864294104
904	0.1862806629
905	0.186142625
906	0.1859399564
907	0.1858376941
908	0.1856129105
909	0.1854082958
910	0.1852112847
911	0.1850029198
912	0.1847492424
913	0.1845851847
914	0.1843687521
915	0.1841471904
916	0.1839948087
917	0.1839008074
918	0.1837194288
919	0.1835156518
920	0.1832996961
921	0.1831546732
922	0.1830099209
923	0.1828432856
924	0.1826694205
925	0.1825273488
926	0.1824132172
927	0.1821980863
928	0.182006256
929	0.1817403484
930	0.1815613154
931	0.1813473315
932	0.181235249
933	0.180951286
934	0.1808088921
935	0.1807218758
936	0.1806030016
937	0.1803322225
938	0.1801419902
939	0.1799764247
940	0.1797549274
941	0.1796175983
942	0.1794049547
943	0.1791882644
944	0.1790024783
945	0.1788671081
946	0.1786608825
947	0.1783982354
948	0.1781780913
949	0.1780447316
950	0.1777373005
951	0.1775804468
952	0.1773490648
953	0.1771293846
954	0.1769559319
955	0.1767611504
956	0.1766432298
957	0.1765158627
958	0.1763500265
959	0.1761527061
960	0.1760271691
961	0.1758649543
962	0.1756805214
963	0.1755747666
964	0.1754679293
965	0.1752804679
966	0.1751147348
967	0.1749146436
968	0.1748287356
969	0.1746365057
970	0.1745025661
971	0.1742875383
972	0.1740548031
973	0.1738248
974	0.1736665288
975	0.1735267897
976	0.1733789186
977	0.1732552503
978	0.1730335854
979	0.172953219
980	0.1727289509
981	0.1725261791
982	0.172412331
983	0.1722818065
984	0.1720688665
985	0.1718448175
986	0.1716316326
987	0.1714978734
988	0.1712921246
989	0.1711099599
990	0.1709536991
991	0.1708116274
992	0.1706863867
993	0.1704704826
994	0.1702004639
995	0.1699016416
996	0.1696536605
997	0.1695237289
998	0.1693250811
999	0.1692070832
